,pID,Condition,cond,EA_corr,factual_accuracy,maas1,maas2,maas3,maas4,maas5,maas6,maas7,maas8,maas9,maas10,maas11,maas12,maas13,maas14,maas15,gender,age,race,race_other,race_mixed,speaker_know,speaker_similar_exp,maas,EA_corrz,similar_combined,rAvg,val,inten,T
164,sub-13,1,compassion,0.710215873,33,2,6,4,2,3,3,4,5,4,5,5,6,3,5,5,2,18,1,,,3,2,4.133333333,0.887619313,1,0.253425009,1,3.816458333,10
165,sub-13,1,compassion,0.710215873,33,2,6,4,2,3,3,4,5,4,5,5,6,3,5,5,2,18,1,,,3,2,4.133333333,0.887619313,1,0.838293082,1,1.853708333,11
166,sub-13,1,compassion,0.710215873,33,2,6,4,2,3,3,4,5,4,5,5,6,3,5,5,2,18,1,,,3,2,4.133333333,0.887619313,1,0.644659994,-1,2.643208333,12
167,sub-13,1,compassion,0.710215873,33,2,6,4,2,3,3,4,5,4,5,5,6,3,5,5,2,18,1,,,3,2,4.133333333,0.887619313,1,0.905664215,-1,4.203458333,13
168,sub-13,1,compassion,0.710215873,33,2,6,4,2,3,3,4,5,4,5,5,6,3,5,5,2,18,1,,,3,2,4.133333333,0.887619313,1,-0.495865006,-1,4.41189693,14
169,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.295666397,1,0.069460938,1
170,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.701824683,1,0.899208333,2
171,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,-0.156447265,-1,0.443875,3
172,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.598265587,-1,2.784208333,4
173,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.82572284,1,0.553041667,5
174,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.882304751,-1,0.206875,6
175,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,-0.59914958,1,2.231375,7
176,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,NA,1,1.678625,8
177,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,-0.246731353,1,3.503375,9
178,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.327344526,1,3.816458333,10
179,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.509209395,1,1.853708333,11
180,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,-0.02078726,-1,2.643208333,12
181,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,0.651859541,-1,4.203458333,13
182,sub-15,2,control,0.741734834,49,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,2,24,1,,,3,2,5.8,0.954325047,1,-0.594091,-1,4.41189693,14
183,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.447807522,1,0.069460938,1
184,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.845602202,1,0.899208333,2
185,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,-0.508521128,-1,0.443875,3
186,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,-0.755594788,-1,2.784208333,4
187,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.811207152,1,0.553041667,5
188,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.346739086,-1,0.206875,6
189,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,-0.597359267,1,2.231375,7
190,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.953148563,1,1.678625,8
191,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.7978969,1,3.503375,9
192,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.571732509,1,3.816458333,10
193,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.759554425,1,1.853708333,11
194,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,0.883442499,-1,2.643208333,12
195,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,-0.690208619,-1,4.203458333,13
196,sub-16,2,control,0.758079943,49,5,2,4,4,4,2,5,5,6,3,5,3,3,6,6,2,20,1,,,3,1,4.2,0.991685111,0,-0.837492713,-1,4.41189693,14
197,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.429331457,1,0.069460938,1
198,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.962997752,1,0.899208333,2
199,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,-0.12730711,-1,0.443875,3
200,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.735930593,-1,2.784208333,4
201,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.878244222,1,0.553041667,5
202,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.870971822,-1,0.206875,6
203,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,-0.514959105,1,2.231375,7
204,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.878242606,1,1.678625,8
205,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,-0.562809009,1,3.503375,9
206,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.257924118,1,3.816458333,10
207,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.782048813,1,1.853708333,11
208,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.904868367,-1,2.643208333,12
209,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,0.472249077,-1,4.203458333,13
210,sub-18,2,control,0.837875268,43,4,6,4,3,3,3,2,3,4,3,3,5,3,3,6,2,21,1,,,3,2,3.666666667,1.213999724,1,-0.748155198,-1,4.41189693,14
211,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,-0.017393358,1,0.069460938,1
212,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.352414444,1,0.899208333,2
213,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,-0.073840405,-1,0.443875,3
214,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.88782174,-1,2.784208333,4
215,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.946082264,1,0.553041667,5
216,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.545035874,-1,0.206875,6
217,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,-0.471432073,1,2.231375,7
218,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.74052087,1,1.678625,8
219,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.458896134,1,3.503375,9
220,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.799692507,1,3.816458333,10
221,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.491790135,1,1.853708333,11
222,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.457926046,-1,2.643208333,12
223,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.922846446,-1,4.203458333,13
224,sub-19,2,control,0.805538201,44,1,4,1,2,2,2,3,2,1,1,1,5,1,3,6,2,20,1,,,3,2,2.333333333,1.114189131,1,0.940613295,-1,4.41189693,14
225,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.528569542,1,0.069460938,1
226,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.253245018,1,0.899208333,2
227,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.189012978,-1,0.443875,3
228,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.846288687,-1,2.784208333,4
229,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.495036457,1,0.553041667,5
230,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.762921859,-1,0.206875,6
231,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,-0.546235645,1,2.231375,7
232,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.499878463,1,1.678625,8
233,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.82015887,1,3.503375,9
234,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.328949926,1,3.816458333,10
235,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.802142274,1,1.853708333,11
236,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.660751793,-1,2.643208333,12
237,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.57788737,-1,4.203458333,13
238,sub-20,1,compassion,0.798666721,45,5,5,5,4,5,2,4,5,5,5,5,5,5,5,2,2,22,1,,,3,2,4.466666667,1.09491966,1,0.090468397,-1,4.41189693,14
239,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.554837109,1,0.069460938,1
240,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.503201049,1,0.899208333,2
241,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,NA,-1,0.443875,3
242,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,-0.490949411,-1,2.784208333,4
243,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.856007862,1,0.553041667,5
244,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,-0.370158254,-1,0.206875,6
245,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,-0.61872219,1,2.231375,7
246,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.859500308,1,1.678625,8
247,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,-0.688905533,1,3.503375,9
248,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.32578064,1,3.816458333,10
249,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.765813593,1,1.853708333,11
250,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.905026104,-1,2.643208333,12
251,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,-0.909788251,-1,4.203458333,13
252,sub-21,1,compassion,0.743533844,48,6,6,6,3,5,4,4,3,5,4,3,5,5,4,5,2,20,1,,,3,2,4.533333333,0.958336283,1,0.683521397,-1,4.41189693,14
253,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.384516844,1,0.069460938,1
254,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.795075762,1,0.899208333,2
255,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.554988733,-1,0.443875,3
256,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.749179943,-1,2.784208333,4
257,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.923353662,1,0.553041667,5
258,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.785334458,-1,0.206875,6
259,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.029788833,1,2.231375,7
260,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.132677317,1,1.678625,8
261,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.048105668,1,3.503375,9
262,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.251734144,1,3.816458333,10
263,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.50062388,1,1.853708333,11
264,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.679448603,-1,2.643208333,12
265,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,0.742070006,-1,4.203458333,13
266,sub-22,1,compassion,0.749838624,38,5,4,5,3,6,3,5,4,4,4,3,4,3,4,5,2,21,1,,,3,2,4.133333333,0.972586317,1,-0.298571194,-1,4.41189693,14
267,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.054175124,-1,2.643208333,12
268,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.901239589,-1,4.203458333,13
269,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,-0.026054555,1,0.069460938,1
270,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.385153091,1,0.899208333,2
271,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.029178348,-1,0.443875,3
272,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.683758207,-1,2.784208333,4
273,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.039116148,1,0.553041667,5
274,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.652011995,-1,0.206875,6
275,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,-0.691063348,1,2.231375,7
276,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.745032922,1,1.678625,8
277,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.80595661,1,3.503375,9
278,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.475322597,1,3.816458333,10
279,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,0.458569574,1,1.853708333,11
280,sub-23,1,compassion,0.756131844,47,4,6,5,4,2,4,4,5,5,4,3,6,3,5,5,2,24,1,,,3,2,4.333333333,0.987120559,1,-0.15035351,-1,4.41189693,14
281,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,-0.444484694,1,0.069460938,1
282,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.675969367,1,0.899208333,2
283,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.742226611,-1,0.206875,6
284,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,NA,-1,0.443875,3
285,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,-0.286089852,-1,2.784208333,4
286,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.866221177,1,0.553041667,5
287,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,-0.539822428,1,3.816458333,10
288,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,-0.980717415,1,2.231375,7
289,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.847108527,1,1.678625,8
290,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.338608544,1,3.503375,9
291,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.162839712,-1,4.41189693,14
292,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.715203253,1,1.853708333,11
293,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,0.962179381,-1,2.643208333,12
294,sub-24,2,control,0.699005878,43,3,5,3,3,5,4,4,4,2,4,3,5,2,4,5,2,22,1,,,3,1,3.733333333,0.865353923,0,-0.879790771,-1,4.203458333,13
295,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,-0.115919657,-1,0.443875,3
296,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.473865519,1,0.069460938,1
297,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.45860759,-1,2.784208333,4
298,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.948019876,1,0.553041667,5
299,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.688877335,-1,0.206875,6
300,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.856005044,1,2.231375,7
301,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.581321562,1,1.678625,8
302,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.484418465,1,3.503375,9
303,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,-0.59365658,1,3.816458333,10
304,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.728851989,1,1.853708333,11
305,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.815402672,-1,2.643208333,12
306,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.860498503,-1,4.203458333,13
307,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.258208864,-1,4.41189693,14
308,sub-25,2,control,0.710839784,47,2,5,5,3,5,1,3,2,1,4,1,4,1,2,1,2,20,1,,,3,1,2.666666667,0.888879358,0,0.494048012,1,0.899208333,2
309,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.727265502,-1,4.203458333,13
310,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.12928314,1,0.069460938,1
311,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,-0.421800785,-1,0.443875,3
312,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.896159825,-1,2.784208333,4
313,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,-0.422252699,1,0.553041667,5
314,sub-26,2,control,0.67543967,46,6,5,4,4,4,5,5,5,5,4,4,5,4,3,3,2,19,1,,,3,2,4.4,0.820679732,1,0.70060092,-1,0.206875,6
